"","ID","Case Number","Date","Block","IUCR","Primary Type","Description","Location Description","Arrest","Domestic","Beat","District","Ward","Community Area","FBI Code","X Coordinate","Y Coordinate","Year","Updated On","Latitude","Longitude","Location"
"1",1801036,"G628008","10/19/2001 01:50:38 AM","014XX W LAKE ST","0820","THEFT","$500 AND UNDER","STREET","false","false","1211","012",NA,NA,"06",1166661,1901580,2001,"08/17/2015 03:03:40 PM",41.88550516,-87.663443852,"(41.88550516, -87.663443852)"
"2",6026009,"HP128128","01/16/2008 10:30:38 PM","014XX N LONG AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE PORCH/HALLWAY","false","true","2532","025",37,25,"08B",1140089,1909028,2008,"02/04/2016 06:33:39 AM",41.906471122,-87.760839745,"(41.906471122, -87.760839745)"
"3",9642533,"HX293172","06/06/2014 10:40:00 PM","017XX W JONQUIL TER","1330","CRIMINAL TRESPASS","TO LAND","APARTMENT","true","false","2422","024",49,1,"26",1163545,1950997,2014,"02/04/2016 06:33:39 AM",42.021173994,-87.673489176,"(42.021173994, -87.673489176)"
"4",9629535,"HX280623","05/28/2014 11:29:00 PM","044XX S ASHLAND AVE","0860","THEFT","RETAIL THEFT","GAS STATION","false","false","0924","009",11,61,"06",1166418,1875231,2014,"02/04/2016 06:33:39 AM",41.813206247,-87.665089129,"(41.813206247, -87.665089129)"
"5",4540277,"HM126422","01/15/2006 09:35:10 PM","018XX W 77TH ST","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","APARTMENT","false","false","0611","006",17,71,"26",1165509,1853621,2006,"04/15/2016 08:55:02 AM",41.753925009,-87.669035779,"(41.753925009, -87.669035779)"
"6",8359071,"HT473283","08/30/2011 11:00:00 AM","055XX S ALBANY AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","0824","008",14,63,"07",1156654,1867832,2011,"02/04/2016 06:33:39 AM",41.793105159,-87.701103736,"(41.793105159, -87.701103736)"
"7",3379975,"HK423858","06/11/2004 01:20:00 PM","015XX E 55TH ST","0860","THEFT","RETAIL THEFT","GROCERY FOOD STORE","true","false","2132","002",4,41,"06",1187447,1868839,2004,"04/15/2016 08:55:02 AM",41.795191528,-87.588157998,"(41.795191528, -87.588157998)"
"8",5860447,"HN667758","10/24/2007 06:00:00 PM","044XX N LARAMIE AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","CHURCH/SYNAGOGUE/PLACE OF WORSHIP","false","false","1623","016",45,15,"14",1140884,1929189,2007,"04/15/2016 08:55:02 AM",41.961780348,-87.757421863,"(41.961780348, -87.757421863)"
"9",4915102,"HM530881","08/10/2006 01:00:00 AM","013XX W CHICAGO AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","false","true","1324","012",27,24,"08B",1167107,1905467,2006,"04/15/2016 08:55:02 AM",41.896161802,-87.661694334,"(41.896161802, -87.661694334)"
"10",4750916,"HM230475","03/13/2006 06:20:00 PM","051XX W WEST END AVE","2092","NARCOTICS","SOLICIT NARCOTICS ON PUBLICWAY","STREET","true","false","1532","015",28,25,"26",1141871,1900491,2006,"04/15/2016 08:55:02 AM",41.883011761,-87.754505236,"(41.883011761, -87.754505236)"
"11",4287007,"HL596709","09/05/2005 12:58:00 PM","006XX E 84TH ST","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","false","0632","006",6,44,"26",1181931,1849420,2005,"04/15/2016 08:55:02 AM",41.742033291,-87.608984704,"(41.742033291, -87.608984704)"
"12",10985544,"JA308801","05/19/2017 10:20:00 PM","047XX N RAVENSWOOD AVE","0460","BATTERY","SIMPLE","OTHER","false","false","1912","019",47,3,"08B",NA,NA,2017,"06/18/2017 03:50:54 PM",NA,NA,NA
"13",6738440,"HR155731","02/05/2009 12:00:00 PM","118XX S EMERALD AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","false","true","0524","005",34,53,"26",1173455,1826186,2009,"02/04/2016 06:33:39 AM",41.678467385,-87.640725214,"(41.678467385, -87.640725214)"
"14",4225810,"HL543667","08/10/2005 01:00:00 AM","052XX S CORNELL AVE","0810","THEFT","OVER $500","STREET","false","false","2132","002",4,41,"06",1188042,1870844,2005,"04/15/2016 08:55:02 AM",41.800679217,-87.585912232,"(41.800679217, -87.585912232)"
"15",9492339,"HX146634","02/09/2014 04:00:00 PM","007XX W GRACE ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","SIDEWALK","false","false","1925","019",46,6,"11",1170516,1925645,2014,"02/04/2016 06:33:39 AM",41.951457303,-87.648582038,"(41.951457303, -87.648582038)"
"16",5124286,"HM721880","11/15/2006 01:24:14 PM","032XX W ADAMS ST","0820","THEFT","$500 AND UNDER","STREET","false","false","1124","011",28,27,"06",1154752,1898890,2006,"04/15/2016 08:55:02 AM",41.878370307,-87.707248137,"(41.878370307, -87.707248137)"
"17",2069601,"HH293235","04/05/2002 01:45:00 PM","056XX S CICERO AV","0810","THEFT","OVER $500","AIRPORT/AIRCRAFT","false","false","0813","008",NA,NA,"06",1145636,1866948,2002,"04/15/2016 08:55:02 AM",41.790894568,-87.741528449,"(41.790894568, -87.741528449)"
"18",7781051,"HS588940","10/23/2010 01:45:00 AM","026XX N SHEFFIELD AVE","0460","BATTERY","SIMPLE","APARTMENT","false","false","1933","019",43,7,"08B",1169169,1917760,2010,"02/04/2016 06:33:39 AM",41.929849947,-87.653763325,"(41.929849947, -87.653763325)"
"19",9596276,"HX240210","04/28/2014 10:45:00 AM","0000X W TERMINAL ST","5007","OTHER OFFENSE","OTHER WEAPONS VIOLATION","AIRPORT TERMINAL UPPER LEVEL - SECURE AREA","false","false","1652","016",41,76,"26",1100726,1934289,2014,"02/04/2016 06:33:39 AM",41.9764212,-87.904976266,"(41.9764212, -87.904976266)"
"20",9915660,"HY105549","01/06/2015 03:00:00 AM","079XX S MUSKEGON AVE","0460","BATTERY","SIMPLE","STREET","false","false","0422","004",7,46,"08B",1196552,1852781,2015,"08/17/2015 03:03:40 PM",41.750905926,-87.555303247,"(41.750905926, -87.555303247)"
"21",9968531,"HY157454","02/18/2015 05:20:00 PM","014XX S ASHLAND AVE","0460","BATTERY","SIMPLE","GAS STATION","false","false","1233","012",2,28,"08B",1165959,1893057,2015,"08/17/2015 03:03:40 PM",41.862132355,-87.666264958,"(41.862132355, -87.666264958)"
"22",7897287,"HT127101","01/20/2011 01:00:00 AM","028XX N CENTRAL PARK AVE","0460","BATTERY","SIMPLE","STREET","false","false","1412","014",35,21,"08B",1151902,1918464,2011,"02/04/2016 06:33:39 AM",41.932139794,-87.71719655,"(41.932139794, -87.71719655)"
"23",7443984,"HS245650","04/07/2010 11:10:00 AM","005XX W ROOSEVELT RD","1330","CRIMINAL TRESPASS","TO LAND","APPLIANCE STORE","true","false","0131","001",2,28,"26",1172744,1894970,2010,"02/04/2016 06:33:39 AM",41.867234401,-87.641301791,"(41.867234401, -87.641301791)"
"24",6397498,"HP481926","07/25/2008 12:00:00 PM","0000X W SUPERIOR ST","0820","THEFT","$500 AND UNDER","STREET","false","false","1832","018",42,8,"06",1176127,1905362,2008,"02/04/2016 06:33:39 AM",41.895675136,-87.628569146,"(41.895675136, -87.628569146)"
"25",7491759,"HS294777","05/05/2010 08:00:00 PM","032XX W MADISON ST","1750","OFFENSE INVOLVING CHILDREN","CHILD ABUSE","RESIDENCE","true","false","1123","011",28,27,"20",1154777,1899834,2010,"02/04/2016 06:33:39 AM",41.880960239,-87.707131052,"(41.880960239, -87.707131052)"
"26",8355587,"HT589334","11/14/2011 06:38:00 PM","025XX S ARCHER AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","true","false","0923","009",11,60,"08B",1171319,1887608,2011,"02/04/2016 06:33:39 AM",41.847063892,-87.64674925,"(41.847063892, -87.64674925)"
"27",3199042,"HK208758","02/27/2004 09:20:00 PM","055XX W PENSACOLA AVE","0312","ROBBERY","ARMED:KNIFE/CUTTING INSTRUMENT","SIDEWALK","false","false","1624","016",38,15,"03",1138531,1928373,2004,"04/15/2016 08:55:02 AM",41.95958424,-87.766092814,"(41.95958424, -87.766092814)"
"28",10975542,"JA299989","06/09/2017 06:50:00 PM","053XX N ELSTON AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","1621","016",45,11,"06",1140934,1935292,2017,"06/16/2017 03:52:30 PM",41.978526568,-87.75708711,"(41.978526568, -87.75708711)"
"29",10727987,"HZ487170","10/23/2016 09:00:00 PM","035XX S HALSTED ST","0820","THEFT","$500 AND UNDER","VEHICLE NON-COMMERCIAL","false","false","0915","009",11,60,"06",1171560,1880976,2016,"10/30/2016 03:47:06 PM",41.828859809,-87.646059538,"(41.828859809, -87.646059538)"
"30",4264277,"HL496486","07/20/2005 01:45:00 PM","015XX S LAWNDALE AVE","2027","NARCOTICS","POSS: CRACK","ALLEY","true","false","1014","010",24,29,"18",1151962,1892122,2005,"04/15/2016 08:55:02 AM",41.859853548,-87.717670703,"(41.859853548, -87.717670703)"
"31",1374942,"G079955","02/08/2001 10:28:00 AM","046XX S VINCENNES AV","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false","0222","002",NA,NA,"04B",1180357,1874032,2001,"08/17/2015 03:03:40 PM",41.809607275,-87.613997461,"(41.809607275, -87.613997461)"
"32",4561921,"HM152701","01/30/2006 01:00:00 AM","070XX S BENNETT AVE","0930","MOTOR VEHICLE THEFT","THEFT/RECOVERY: AUTOMOBILE","STREET","false","false","0332","003",5,43,"07",1190099,1858398,2006,"04/15/2016 08:55:02 AM",41.766477148,-87.578769217,"(41.766477148, -87.578769217)"
"33",1885784,"G733667","12/06/2001 11:30:00 PM","037XX N ALBANY AV","0930","MOTOR VEHICLE THEFT","THEFT/RECOVERY: AUTOMOBILE","STREET","false","false","1733","017",NA,NA,"07",1155100,1924471,2001,"08/17/2015 03:03:40 PM",41.948559768,-87.705282543,"(41.948559768, -87.705282543)"
"34",10329563,"HY519417","11/30/2015 10:15:00 AM","020XX N MILWAUKEE AVE","0860","THEFT","RETAIL THEFT","DRUG STORE","false","false","1431","014",1,22,"06",1159269,1913573,2015,"12/07/2015 03:59:14 PM",41.918570075,-87.690258545,"(41.918570075, -87.690258545)"
"35",3899701,"HL275667","04/04/2005 11:00:00 PM","024XX N CLARK ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESTAURANT","false","false","2333","019",43,7,"14",1172718,1916398,2005,"04/15/2016 08:55:02 AM",41.926034633,-87.640762228,"(41.926034633, -87.640762228)"
"36",2374003,"HH674419","09/26/2002 06:55:00 PM","026XX W JACKSON BLVD","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1125","011",28,27,"14",1158870,1898597,2002,"04/15/2016 08:55:02 AM",41.877482859,-87.692135737,"(41.877482859, -87.692135737)"
"37",7215191,"HR629962","11/06/2009 04:45:00 PM","063XX S STEWART AVE","0460","BATTERY","SIMPLE","CTA GARAGE / OTHER PROPERTY","false","false","0722","007",20,68,"08B",1174710,1862996,2009,"02/04/2016 06:33:39 AM",41.779451196,-87.635038395,"(41.779451196, -87.635038395)"
"38",9009212,"HW156346","02/14/2013 12:35:00 PM","088XX S STATE ST","2024","NARCOTICS","POSS: HEROIN(WHITE)","STREET","true","false","0632","006",21,44,"18",1177828,1846484,2013,"02/04/2016 06:33:39 AM",41.734070334,-87.62410657,"(41.734070334, -87.62410657)"
"39",2883396,"HJ553992","08/11/2003 12:07:27 AM","077XX S MARYLAND AVE","031A","ROBBERY","ARMED: HANDGUN","STREET","false","false","0624","006",6,69,"03",1183241,1853972,2003,"04/15/2016 08:55:02 AM",41.754494104,-87.604043574,"(41.754494104, -87.604043574)"
"40",8607264,"HV280917","05/10/2012 09:27:00 PM","044XX N CENTRAL PARK AVE","5002","OTHER OFFENSE","OTHER VEHICLE OFFENSE","STREET","true","false","1723","017",33,14,"26",1151590,1929217,2012,"02/04/2016 06:33:39 AM",41.961652983,-87.718059454,"(41.961652983, -87.718059454)"
"41",3809610,"HL179387","02/13/2005 04:40:00 PM","052XX N PULASKI RD","033A","ROBBERY","ATTEMPT: ARMED-HANDGUN","OTHER","false","false","1712","017",39,13,"03",1148779,1934556,2005,"04/15/2016 08:55:02 AM",41.976358494,-87.728255716,"(41.976358494, -87.728255716)"
"42",7409373,"HS211887","03/17/2010 11:09:00 AM","066XX S WABASH AVE","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","RESIDENCE","false","false","0322","003",20,69,"26",1177753,1860875,2010,"02/04/2016 06:33:39 AM",41.773562599,-87.623946622,"(41.773562599, -87.623946622)"
"43",5024215,"HM631184","09/30/2006 12:04:00 AM","076XX S EGGLESTON AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false","0621","006",17,69,"14",1174618,1854247,2006,"04/15/2016 08:55:02 AM",41.755444976,-87.635635856,"(41.755444976, -87.635635856)"
"44",9490285,"HX143378","02/08/2014 04:00:00 AM","067XX S EAST END AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0332","003",5,43,"08B",1188697,1860548,2014,"02/04/2016 06:33:39 AM",41.772410563,-87.583839318,"(41.772410563, -87.583839318)"
"45",7742782,"HS550590","10/06/2010 12:00:00 PM","015XX W 61ST ST","0810","THEFT","OVER $500","STREET","false","false","0713","007",15,67,"06",1167222,1864279,2010,"02/04/2016 06:33:39 AM",41.783135489,-87.66245355,"(41.783135489, -87.66245355)"
"46",10366076,"HZ102007","01/02/2016 03:30:00 PM","0000X W RANDOLPH ST","0890","THEFT","FROM BUILDING","RESTAURANT","false","false","0111","001",42,32,"06",1176157,1901285,2016,"01/10/2016 08:46:55 AM",41.884486956,-87.628581948,"(41.884486956, -87.628581948)"
"47",8108591,"HT343804","06/12/2011 03:30:00 PM","026XX S PULASKI RD","0820","THEFT","$500 AND UNDER","GROCERY FOOD STORE","false","false","1031","010",22,30,"06",1150136,1886140,2011,"02/04/2016 06:33:39 AM",41.843473932,-87.724529173,"(41.843473932, -87.724529173)"
"48",6228259,"HP316397","05/03/2008 10:00:00 PM","016XX N LOCKWOOD AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE-GARAGE","false","false","2532","025",37,25,"14",1140813,1910531,2008,"02/04/2016 06:33:39 AM",41.910582235,-87.758143149,"(41.910582235, -87.758143149)"
"49",10617152,"HZ369765","05/07/2016 12:01:00 AM","001XX E DELAWARE PL","1155","DECEPTIVE PRACTICE","AGGRAVATED FINANCIAL IDENTITY THEFT","RESIDENCE","false","false","1833","018",42,8,"11",NA,NA,2016,"07/30/2016 03:49:37 PM",NA,NA,NA
"50",5249708,"HN126022","01/15/2007 09:51:47 PM","003XX N CENTRAL AVE","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","true","false","1512","015",29,25,"18",1138982,1901726,2007,"04/15/2016 08:55:02 AM",41.88645374,-87.765083909,"(41.88645374, -87.765083909)"
"51",3394855,"HK440466","06/18/2004 11:00:00 PM","051XX S MENARD AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","OTHER","false","false","0811","008",23,56,"14",1138570,1869868,2004,"04/15/2016 08:55:02 AM",41.799038105,-87.76736784,"(41.799038105, -87.76736784)"
"52",2292959,"HH579233","08/14/2002 01:30:00 AM","079XX S COLES AVE","0810","THEFT","OVER $500","STREET","false","false","0422","004",7,46,"06",1198196,1853097,2002,"04/15/2016 08:55:02 AM",41.751732099,-87.549268415,"(41.751732099, -87.549268415)"
"53",2348204,"HH648573","09/15/2002 12:40:00 AM","043XX N MASON AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1624","016",38,15,"14",1135902,1928258,2002,"04/15/2016 08:55:02 AM",41.959316017,-87.775761088,"(41.959316017, -87.775761088)"
"54",8138236,"HT371986","06/29/2011 03:10:00 PM","073XX S CHAMPLAIN AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE PORCH/HALLWAY","false","true","0323","003",6,69,"08B",1181836,1856434,2011,"02/04/2016 06:33:39 AM",41.761282657,-87.60911646,"(41.761282657, -87.60911646)"
"55",8234506,"HT468663","08/27/2011 12:30:00 PM","022XX N CANNON DR","0810","THEFT","OVER $500","PARKING LOT/GARAGE(NON.RESID.)","false","false","1814","018",43,7,"06",1175057,1915111,2011,"02/04/2016 06:33:39 AM",41.922450893,-87.632206293,"(41.922450893, -87.632206293)"
"56",7769704,"HS577237","10/21/2010 07:00:00 PM","011XX N WINCHESTER AVE","0820","THEFT","$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)","false","false","1322","012",1,24,"06",1163186,1907871,2010,"02/04/2016 06:33:39 AM",41.902841885,-87.676027706,"(41.902841885, -87.676027706)"
"57",5224542,"HN107694","01/03/2007 09:00:00 AM","085XX S MARQUETTE AVE","0915","MOTOR VEHICLE THEFT","TRUCK, BUS, MOTOR HOME","STREET","false","false","0423","004",7,46,"07",1195641,1848970,2007,"04/15/2016 08:55:02 AM",41.740470798,-87.558767233,"(41.740470798, -87.558767233)"
"58",10695586,"HZ450745","09/26/2016 04:00:00 PM","0000X W RIVERWALK S","0820","THEFT","$500 AND UNDER","BAR OR TAVERN","false","false","0111","001",42,32,"06",1176161,1902223,2016,"10/03/2016 03:57:52 PM",41.887060789,-87.62853897,"(41.887060789, -87.62853897)"
"59",2792768,"HJ443294","06/21/2003 01:33:55 AM","110XX S MICHIGAN AVE","031A","ROBBERY","ARMED: HANDGUN","PARKING LOT/GARAGE(NON.RESID.)","false","false","0513","005",9,49,"03",1178795,1831638,2003,"04/15/2016 08:55:02 AM",41.693309015,-87.621013915,"(41.693309015, -87.621013915)"
"60",6867369,"HR272835","04/17/2009 12:10:00 PM","012XX N ASHLAND AVE","0560","ASSAULT","SIMPLE","VEHICLE NON-COMMERCIAL","false","false","1433","014",1,24,"08A",1165496,1908475,2009,"02/04/2016 06:33:39 AM",41.90445042,-87.667525455,"(41.90445042, -87.667525455)"
"61",4242979,"HL560718","08/20/2005 01:01:00 PM","040XX W KAMERLING AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","false","true","2534","025",27,23,"08B",1149215,1908687,2005,"04/15/2016 08:55:02 AM",41.905363356,-87.72732488,"(41.905363356, -87.72732488)"
"62",5798143,"HN607226","09/23/2007 09:35:00 PM","064XX S FAIRFIELD AVE","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","true","false","0825","008",15,66,"04B",1159152,1861806,2007,"04/15/2016 08:55:02 AM",41.776518198,-87.692108559,"(41.776518198, -87.692108559)"
"63",3068092,"HJ787651","11/29/2003 01:28:27 AM","049XX W HURON ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","true","true","1532","015",37,25,"08B",1143296,1904188,2003,"04/15/2016 08:55:02 AM",41.893130275,-87.749180085,"(41.893130275, -87.749180085)"
"64",6031181,"HP132573","01/19/2008 01:40:00 PM","0000X E 110TH PL","4651","OTHER OFFENSE","SEX OFFENDER: FAIL REG NEW ADD","APARTMENT","false","false","0513","005",9,49,"26",1178617,1831874,2008,"02/04/2016 06:33:39 AM",41.693960671,-87.621658468,"(41.693960671, -87.621658468)"
"65",9694787,"HX345121","07/14/2014 05:50:00 PM","011XX W 101ST ST","0520","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","STREET","true","false","2232","022",34,73,"04A",1170531,1837825,2014,"02/04/2016 06:33:39 AM",41.710470665,-87.651090694,"(41.710470665, -87.651090694)"
"66",8434853,"HV112998","01/10/2012 07:50:00 PM","068XX S BISHOP ST","1365","CRIMINAL TRESPASS","TO RESIDENCE","RESIDENCE PORCH/HALLWAY","true","false","0725","007",17,67,"26",1167846,1859384,2012,"02/04/2016 06:33:39 AM",41.76968961,-87.660306216,"(41.76968961, -87.660306216)"
"67",5804280,"HN614360","09/22/2007 12:00:00 AM","072XX S MAY ST","0810","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","false","false","0733","007",17,68,"06",1169907,1856694,2007,"04/15/2016 08:55:02 AM",41.762263405,-87.652829514,"(41.762263405, -87.652829514)"
"68",6840829,"HR247341","04/02/2009 04:16:00 AM","070XX S DANTE AVE","0496","BATTERY","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","APARTMENT","false","false","0332","003",5,43,"04B",1187178,1858508,2009,"02/04/2016 06:33:39 AM",41.766848817,-87.589472129,"(41.766848817, -87.589472129)"
"69",5355659,"HN211169","03/05/2007 05:00:00 PM","001XX E WACKER DR","0890","THEFT","FROM BUILDING","HOTEL/MOTEL","false","false","0124","001",42,32,"06",1177683,1902638,2007,"04/15/2016 08:55:02 AM",41.888165132,-87.622937212,"(41.888165132, -87.622937212)"
"70",10067286,"HY256348","04/11/2014 11:00:00 AM","055XX W WALTON ST","5000","OTHER OFFENSE","OTHER CRIME AGAINST PERSON","OTHER","false","false","1524","015",37,25,"26",NA,NA,2014,"02/04/2016 06:33:39 AM",NA,NA,NA
"71",6747653,"HR162723","02/06/2009 12:30:00 PM","043XX W WEST END AVE","051A","ASSAULT","AGGRAVATED: HANDGUN","APARTMENT","false","false","1114","011",28,26,"04A",1147472,1900622,2009,"02/04/2016 06:33:39 AM",41.883265732,-87.733934516,"(41.883265732, -87.733934516)"
"72",7657329,"HS461893","08/11/2010 11:00:00 AM","080XX S MOZART ST","1110","DECEPTIVE PRACTICE","BOGUS CHECK","RESIDENCE","false","false","0835","008",18,70,"11",1158774,1851238,2010,"02/04/2016 06:33:39 AM",41.747525736,-87.693782337,"(41.747525736, -87.693782337)"
"73",10574607,"HZ322673","06/24/2016 12:01:00 AM","077XX W IRVING PARK RD","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false","1631","016",36,17,"14",1123895,1925688,2016,"07/01/2016 03:50:51 PM",41.95246953,-87.819961513,"(41.95246953, -87.819961513)"
"74",1706469,"G506975","08/25/2001 06:45:00 AM","133XX S BRANDON AV","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","APARTMENT","false","true","0433","004",NA,NA,"26",1199480,1816971,2001,"08/17/2015 03:03:40 PM",41.652566864,-87.545773883,"(41.652566864, -87.545773883)"
"75",2768989,"HJ407360","06/03/2003 09:00:00 PM","083XX S STATE ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false","0622","006",21,44,"06",1177743,1849810,2003,"04/15/2016 08:55:02 AM",41.743199209,-87.624317581,"(41.743199209, -87.624317581)"
"76",4260243,"HL578667","08/29/2005 09:30:00 AM","048XX N SHERIDAN RD","0890","THEFT","FROM BUILDING","SMALL RETAIL STORE","false","false","2024","020",46,3,"06",1168762,1932302,2005,"04/15/2016 08:55:02 AM",41.969762615,-87.654835892,"(41.969762615, -87.654835892)"
"77",10232483,"HY420197","09/11/2015 09:30:00 PM","069XX S EAST END AVE","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE","false","false","0332","003",5,43,"05",1188977,1859267,2015,"09/24/2015 07:50:13 PM",41.768888693,-87.582853909,"(41.768888693, -87.582853909)"
"78",5551399,"HN360597","05/23/2007 02:20:00 PM","081XX S HOUSTON AVE","0560","ASSAULT","SIMPLE","RESIDENCE","false","false","0422","004",7,46,"08A",1197901,1851647,2007,"04/15/2016 08:55:02 AM",41.747760568,-87.550397779,"(41.747760568, -87.550397779)"
"79",8108656,"HT343850","06/12/2011 02:00:00 PM","023XX W MAYPOLE AVE","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE-GARAGE","false","false","1332","012",2,28,"05",1160611,1900939,2011,"02/04/2016 06:33:39 AM",41.883873649,-87.685678354,"(41.883873649, -87.685678354)"
"80",4702031,"HM302225","04/20/2006 02:29:30 PM","009XX N CENTRAL AVE","0483","BATTERY","AGG PRO.EMP: OTHER DANG WEAPON","SCHOOL, PUBLIC, BUILDING","false","false","1511","015",29,25,"04B",1138841,1905867,2006,"04/15/2016 08:55:02 AM",41.897819723,-87.765501067,"(41.897819723, -87.765501067)"
"81",3309311,"HK337717","05/02/2004 01:45:00 AM","006XX N CLARK ST","1330","CRIMINAL TRESPASS","TO LAND","RESTAURANT","true","false","1832","018",42,8,"26",1175432,1904246,2004,"04/15/2016 08:55:02 AM",41.892628411,-87.63115524,"(41.892628411, -87.63115524)"
"82",11006084,"JA334786","07/05/2017 01:28:00 AM","032XX E 91ST ST","031A","ROBBERY","ARMED: HANDGUN","SIDEWALK","false","false","0424","004",10,46,"03",1198992,1845231,2017,"07/12/2017 03:55:18 PM",41.730127277,-87.546615031,"(41.730127277, -87.546615031)"
"83",10797920,"HZ568521","12/29/2016 01:16:00 AM","054XX S WENTWORTH AVE","0312","ROBBERY","ARMED:KNIFE/CUTTING INSTRUMENT","STREET","false","false","0225","002",3,37,"03",1175896,1868633,2016,"01/05/2017 03:54:54 PM",41.794893197,-87.630521478,"(41.794893197, -87.630521478)"
"84",9597902,"HX245789","05/02/2014 03:33:00 PM","059XX W NORTH AVE","0530","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","SIDEWALK","false","false","2531","025",29,25,"04A",NA,NA,2014,"08/17/2015 03:03:40 PM",NA,NA,NA
"85",10527573,"HZ270348","05/19/2016 02:00:00 AM","067XX S CREGIER AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false","0332","003",5,43,"14",1189360,1860725,2016,"05/26/2016 03:51:03 PM",41.772880385,-87.581403317,"(41.772880385, -87.581403317)"
"86",7868133,"HS682649","01/13/2007 06:00:00 AM","007XX E 100TH PL","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","DAY CARE CENTER","false","false","0511","005",8,50,"11",NA,NA,2007,"08/17/2015 03:03:40 PM",NA,NA,NA
"87",6896354,"HR303395","05/04/2009 09:10:00 PM","071XX S MARSHFIELD AVE","041A","BATTERY","AGGRAVATED: HANDGUN","RESIDENCE PORCH/HALLWAY","false","false","0735","007",17,67,"04B",1166577,1857387,2009,"02/04/2016 06:33:39 AM",41.764236732,-87.665014694,"(41.764236732, -87.665014694)"
"88",1826065,"G658554","11/01/2001 06:10:02 PM","034XX N GREENVIEW AV","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false","1924","019",NA,NA,"14",1165746,1922718,2001,"08/17/2015 03:03:40 PM",41.943528717,-87.666200102,"(41.943528717, -87.666200102)"
"89",4858420,"HM471222","07/12/2006 05:34:00 PM","017XX N MILWAUKEE AVE","0560","ASSAULT","SIMPLE","STREET","false","false","1434","014",32,24,"08A",1161930,1911332,2006,"04/15/2016 08:55:02 AM",41.912365442,-87.680544473,"(41.912365442, -87.680544473)"
"90",2173699,"HH418931","06/04/2002 05:20:00 PM","001XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false","0113","001",42,32,"11",1175334,1901735,2002,"04/15/2016 08:55:02 AM",41.885740288,-87.631590568,"(41.885740288, -87.631590568)"
"91",10675457,"HZ427684","09/09/2016 08:39:00 PM","008XX E 79TH ST","3750","INTERFERENCE WITH PUBLIC OFFICER","ESCAPE","STREET","true","false","0624","006",8,44,"24",1183359,1852811,2016,"04/05/2017 03:51:21 PM",41.751305454,-87.60364723,"(41.751305454, -87.60364723)"
"92",3181514,"HK185253","02/15/2004 09:35:00 PM","0000X W WACKER DR","1330","CRIMINAL TRESPASS","TO LAND","OTHER","true","false","0122","001",42,32,"26",1176020,1902133,2004,"04/15/2016 08:55:02 AM",41.886817001,-87.629059469,"(41.886817001, -87.629059469)"
